assignment,scope,phi_start_deg,phi_width_deg,theta_deg,phi_deg,basis,feed,baseline,left_source,right_source,left_mag,right_mag,left_mag_rel_db,right_mag_rel_db,pdoa_deg,valid,pdoa_unwrapped_deg
A_H__B_V,full360,0.000000,360.000000,45.000000,85.000000,H,A,E2-E4,P2A,P4A,711.766249,1034.180882,-14.148986,-10.903803,90.720775,True,90.720775
A_H__B_V,full360,0.000000,360.000000,45.000000,90.000000,H,A,E2-E4,P2A,P4A,633.122612,919.977060,-15.165977,-11.920194,92.547871,True,92.547871
A_H__B_V,full360,0.000000,360.000000,45.000000,95.000000,H,A,E2-E4,P2A,P4A,559.464061,813.126912,-16.240290,-12.992567,93.527240,True,93.527240
A_H__B_V,full360,0.000000,360.000000,45.000000,100.000000,H,A,E2-E4,P2A,P4A,494.820730,715.469114,-17.306776,-14.103916,93.965953,True,93.965953
A_H__B_V,full360,0.000000,360.000000,45.000000,105.000000,H,A,E2-E4,P2A,P4A,447.009830,629.631611,-18.189392,-15.214003,93.826475,True,93.826475
A_H__B_V,full360,0.000000,360.000000,45.000000,110.000000,H,A,E2-E4,P2A,P4A,425.916913,560.918967,-18.609236,-16.217731,91.845120,True,91.845120
A_H__B_V,full360,0.000000,360.000000,45.000000,115.000000,H,A,E2-E4,P2A,P4A,437.189867,519.969440,-18.382332,-16.876177,85.283364,True,85.283364
A_H__B_V,full360,0.000000,360.000000,45.000000,120.000000,H,A,E2-E4,P2A,P4A,476.219086,522.748327,-17.639598,-16.829881,72.475859,True,72.475859
A_H__B_V,full360,0.000000,360.000000,45.000000,125.000000,H,A,E2-E4,P2A,P4A,530.803192,582.007260,-16.697063,-15.897166,55.467838,True,55.467838
A_H__B_V,full360,0.000000,360.000000,45.000000,130.000000,H,A,E2-E4,P2A,P4A,588.343292,696.674312,-15.803117,-14.335138,37.646131,True,37.646131
A_H__B_V,full360,0.000000,360.000000,45.000000,135.000000,H,A,E2-E4,P2A,P4A,639.817618,854.132688,-15.074610,-12.565227,20.539896,True,20.539896
A_H__B_V,full360,0.000000,360.000000,45.000000,140.000000,H,A,E2-E4,P2A,P4A,680.456884,1038.804416,-14.539721,-10.865058,4.147368,True,4.147368
A_H__B_V,full360,0.000000,360.000000,45.000000,145.000000,H,A,E2-E4,P2A,P4A,709.143097,1236.358072,-14.181056,-9.352848,-11.848398,True,-11.848398
A_H__B_V,full360,0.000000,360.000000,45.000000,150.000000,H,A,E2-E4,P2A,P4A,727.410866,1434.553721,-13.960138,-8.061397,-27.598214,True,-27.598214
A_H__B_V,full360,0.000000,360.000000,45.000000,155.000000,H,A,E2-E4,P2A,P4A,738.388394,1623.193082,-13.830036,-6.988330,-43.059430,True,-43.059430
A_H__B_V,full360,0.000000,360.000000,45.000000,160.000000,H,A,E2-E4,P2A,P4A,745.877891,1793.983979,-13.742379,-6.119362,-58.110280,True,-58.110280
A_H__B_V,full360,0.000000,360.000000,45.000000,165.000000,H,A,E2-E4,P2A,P4A,753.570887,1940.684534,-13.653251,-5.436635,-72.676435,True,-72.676435
A_H__B_V,full360,0.000000,360.000000,45.000000,170.000000,H,A,E2-E4,P2A,P4A,764.261658,2059.543033,-13.530892,-4.920316,-86.800482,True,-86.800482
A_H__B_V,full360,0.000000,360.000000,45.000000,175.000000,H,A,E2-E4,P2A,P4A,779.119793,2149.559326,-13.363649,-4.548745,-100.625776,True,-100.625776
A_H__B_V,full360,0.000000,360.000000,45.000000,180.000000,H,A,E2-E4,P2A,P4A,797.401980,2212.149686,-13.162187,-4.299443,-114.322567,True,-114.322567
A_H__B_V,full360,0.000000,360.000000,45.000000,185.000000,H,A,E2-E4,P2A,P4A,816.912206,2250.404122,-12.952226,-4.150523,-128.018367,True,-128.018367
A_H__B_V,full360,0.000000,360.000000,45.000000,190.000000,H,A,E2-E4,P2A,P4A,835.006077,2268.375275,-12.761941,-4.081435,-141.769356,True,-141.769356
A_H__B_V,full360,0.000000,360.000000,45.000000,195.000000,H,A,E2-E4,P2A,P4A,849.519106,2270.347044,-12.612271,-4.073889,-155.560373,True,-155.560373
A_H__B_V,full360,0.000000,360.000000,45.000000,200.000000,H,A,E2-E4,P2A,P4A,859.106260,2259.662167,-12.514796,-4.114863,-169.310750,True,-169.310750
A_H__B_V,full360,0.000000,360.000000,45.000000,205.000000,H,A,E2-E4,P2A,P4A,862.978246,2237.241374,-12.475737,-4.201477,177.111623,True,-182.888377
A_H__B_V,full360,0.000000,360.000000,45.000000,210.000000,H,A,E2-E4,P2A,P4A,860.451707,2200.787575,-12.501204,-4.344171,163.856319,True,-196.143681
A_H__B_V,full360,0.000000,360.000000,45.000000,215.000000,H,A,E2-E4,P2A,P4A,850.752831,2145.568945,-12.599665,-4.564884,151.046135,True,-208.953865
A_H__B_V,full360,0.000000,360.000000,45.000000,220.000000,H,A,E2-E4,P2A,P4A,833.173167,2066.519282,-12.781028,-4.890944,138.748607,True,-221.251393
A_H__B_V,full360,0.000000,360.000000,45.000000,225.000000,H,A,E2-E4,P2A,P4A,807.332964,1960.430434,-13.054680,-5.348705,126.974945,True,-233.025055
A_H__B_V,full360,0.000000,360.000000,45.000000,230.000000,H,A,E2-E4,P2A,P4A,773.271927,1827.137641,-13.429089,-5.960308,115.691520,True,-244.308480
A_H__B_V,full360,0.000000,360.000000,45.000000,235.000000,H,A,E2-E4,P2A,P4A,731.330972,1669.430925,-13.913454,-6.744364,104.818731,True,-255.181269
A_H__B_V,full360,0.000000,360.000000,45.000000,240.000000,H,A,E2-E4,P2A,P4A,682.028134,1492.122707,-14.519688,-7.719643,94.200638,True,-265.799362
A_H__B_V,full360,0.000000,360.000000,45.000000,245.000000,H,A,E2-E4,P2A,P4A,626.160748,1300.896078,-15.262017,-8.910881,83.540508,True,-276.459492
A_H__B_V,full360,0.000000,360.000000,45.000000,250.000000,H,A,E2-E4,P2A,P4A,565.243145,1101.391574,-16.151027,-10.356899,72.297933,True,-287.702067
A_H__B_V,full360,0.000000,360.000000,45.000000,255.000000,H,A,E2-E4,P2A,P4A,502.311343,898.748266,-17.176274,-12.122972,59.531912,True,-300.468088
A_H__B_V,full360,0.000000,360.000000,45.000000,260.000000,H,A,E2-E4,P2A,P4A,443.157469,697.716748,-18.264572,-14.322151,43.671390,True,-316.328610
A_H__B_V,full360,0.000000,360.000000,45.000000,265.000000,H,A,E2-E4,P2A,P4A,397.808277,503.786068,-19.202257,-17.150810,22.208421,True,-337.791579
A_H__B_V,full360,0.000000,360.000000,45.000000,270.000000,H,A,E2-E4,P2A,P4A,380.289477,327.944087,-19.593447,-20.879737,-9.262255,True,-369.262255
A_H__B_V,full360,0.000000,360.000000,45.000000,275.000000,H,A,E2-E4,P2A,P4A,402.283771,209.906735,-19.105083,-24.755206,-61.667908,True,-421.667908
A_H__B_V,full360,0.000000,360.000000,45.000000,280.000000,H,A,E2-E4,P2A,P4A,464.043479,241.064576,-17.864560,-23.553066,-125.219702,True,-485.219702
A_H__B_V,full360,0.000000,360.000000,45.000000,285.000000,H,A,E2-E4,P2A,P4A,556.113265,380.168994,-16.292468,-19.596200,-157.844439,True,-517.844439
A_H__B_V,full360,0.000000,360.000000,45.000000,290.000000,H,A,E2-E4,P2A,P4A,667.875050,547.094616,-14.701829,-16.434485,-171.758427,True,-531.758427
A_H__B_V,full360,0.000000,360.000000,45.000000,295.000000,H,A,E2-E4,P2A,P4A,791.303986,721.486765,-13.228866,-14.031166,-177.249205,True,-537.249205
A_H__B_V,full360,0.000000,360.000000,45.000000,300.000000,H,A,E2-E4,P2A,P4A,920.727259,899.302267,-11.913114,-12.117620,-178.059512,True,-538.059512
A_H__B_V,full360,0.000000,360.000000,45.000000,305.000000,H,A,E2-E4,P2A,P4A,1051.950271,1079.870993,-10.755829,-10.528296,-175.864115,True,-535.864115
A_H__B_V,full360,0.000000,360.000000,45.000000,310.000000,H,A,E2-E4,P2A,P4A,1181.787032,1262.543086,-9.744949,-9.170809,-171.564392,True,-531.564392
A_H__B_V,full360,0.000000,360.000000,45.000000,315.000000,H,A,E2-E4,P2A,P4A,1308.030468,1445.166163,-8.863376,-7.997378,-165.700019,True,-525.700019
A_H__B_V,full360,0.000000,360.000000,45.000000,320.000000,H,A,E2-E4,P2A,P4A,1429.680115,1623.382569,-8.090956,-6.987316,-158.604882,True,-518.604882
A_H__B_V,full360,0.000000,360.000000,45.000000,325.000000,H,A,E2-E4,P2A,P4A,1547.159478,1790.816571,-7.405032,-6.134711,-150.483057,True,-510.483057
A_H__B_V,full360,0.000000,360.000000,45.000000,330.000000,H,A,E2-E4,P2A,P4A,1662.208963,1940.146982,-6.782021,-5.439041,-141.465707,True,-501.465707
A_H__B_V,full360,0.000000,360.000000,45.000000,335.000000,H,A,E2-E4,P2A,P4A,1777.189791,2064.669320,-6.201057,-4.898723,-131.664665,True,-491.664665
A_H__B_V,full360,0.000000,360.000000,45.000000,340.000000,H,A,E2-E4,P2A,P4A,1893.748954,2159.678441,-5.649285,-4.507952,-121.212908,True,-481.212908
A_H__B_V,full360,0.000000,360.000000,45.000000,345.000000,H,A,E2-E4,P2A,P4A,2011.195773,2223.132210,-5.126647,-4.256428,-110.272921,True,-470.272921
A_H__B_V,full360,0.000000,360.000000,45.000000,350.000000,H,A,E2-E4,P2A,P4A,2125.354621,2255.559928,-4.647105,-4.130646,-99.006223,True,-459.006223
A_H__B_V,full360,0.000000,360.000000,45.000000,355.000000,H,A,E2-E4,P2A,P4A,2228.670878,2259.675882,-4.234815,-4.114811,-87.523325,True,-447.523325
A_H__B_V,full360,0.000000,360.000000,45.000000,0.000000,V,B,E2-E4,P2B,P4B,3341.110769,1596.740999,-0.717916,-7.131044,-136.469901,True,-136.469901
A_H__B_V,full360,0.000000,360.000000,45.000000,5.000000,V,B,E2-E4,P2B,P4B,3376.106358,1646.229639,-0.627411,-6.865925,-118.698338,True,-118.698338
A_H__B_V,full360,0.000000,360.000000,45.000000,10.000000,V,B,E2-E4,P2B,P4B,3386.117106,1681.168374,-0.601694,-6.683509,-102.286986,True,-102.286986
A_H__B_V,full360,0.000000,360.000000,45.000000,15.000000,V,B,E2-E4,P2B,P4B,3370.322559,1689.148955,-0.642304,-6.642375,-87.036325,True,-87.036325
A_H__B_V,full360,0.000000,360.000000,45.000000,20.000000,V,B,E2-E4,P2B,P4B,3328.153311,1664.228785,-0.751667,-6.771473,-72.645937,True,-72.645937
A_H__B_V,full360,0.000000,360.000000,45.000000,25.000000,V,B,E2-E4,P2B,P4B,3259.583383,1606.187058,-0.932492,-7.079811,-58.830297,True,-58.830297
A_H__B_V,full360,0.000000,360.000000,45.000000,30.000000,V,B,E2-E4,P2B,P4B,3165.122356,1518.948818,-1.187923,-7.564871,-45.371555,True,-45.371555
A_H__B_V,full360,0.000000,360.000000,45.000000,35.000000,V,B,E2-E4,P2B,P4B,3045.912281,1409.340514,-1.521386,-8.215415,-32.120116,True,-32.120116
A_H__B_V,full360,0.000000,360.000000,45.000000,40.000000,V,B,E2-E4,P2B,P4B,2904.288503,1286.341903,-1.934938,-9.008605,-18.971604,True,-18.971604
A_H__B_V,full360,0.000000,360.000000,45.000000,45.000000,V,B,E2-E4,P2B,P4B,2744.587997,1160.286649,-2.426190,-9.904428,-5.861279,True,-5.861279
A_H__B_V,full360,0.000000,360.000000,45.000000,50.000000,V,B,E2-E4,P2B,P4B,2573.513994,1041.426976,-2.985203,-10.843157,7.192286,True,7.192286
A_H__B_V,full360,0.000000,360.000000,45.000000,55.000000,V,B,E2-E4,P2B,P4B,2399.546381,937.845833,-3.593151,-11.753104,20.003594,True,20.003594
A_H__B_V,full360,0.000000,360.000000,45.000000,60.000000,V,B,E2-E4,P2B,P4B,2231.555789,853.488970,-4.223579,-12.571775,32.166267,True,32.166267
A_H__B_V,full360,0.000000,360.000000,45.000000,65.000000,V,B,E2-E4,P2B,P4B,2077.289900,787.511529,-4.845791,-13.270595,43.114106,True,43.114106
A_H__B_V,full360,0.000000,360.000000,45.000000,70.000000,V,B,E2-E4,P2B,P4B,1942.375019,735.543574,-5.429072,-13.863565,52.285553,True,52.285553
A_H__B_V,full360,0.000000,360.000000,45.000000,75.000000,V,B,E2-E4,P2B,P4B,1830.075450,692.103503,-5.946354,-14.392313,59.261553,True,59.261553
A_H__B_V,full360,0.000000,360.000000,45.000000,80.000000,V,B,E2-E4,P2B,P4B,1741.654066,652.701716,-6.376496,-14.901438,63.779346,True,63.779346
A_H__B_V,full360,0.000000,360.000000,45.000000,85.000000,V,B,E2-E4,P2B,P4B,1677.001384,614.880652,-6.705065,-15.419917,65.651804,True,65.651804
A_H__B_V,full360,0.000000,360.000000,45.000000,90.000000,V,B,E2-E4,P2B,P4B,1635.234301,578.458315,-6.924134,-15.950292,64.674383,True,64.674383
A_H__B_V,full360,0.000000,360.000000,45.000000,95.000000,V,B,E2-E4,P2B,P4B,1615.086541,545.603484,-7.031818,-16.458191,60.583315,True,60.583315
A_H__B_V,full360,0.000000,360.000000,45.000000,100.000000,V,B,E2-E4,P2B,P4B,1615.021695,521.095617,-7.032166,-16.857385,53.130631,True,53.130631
A_H__B_V,full360,0.000000,360.000000,45.000000,105.000000,V,B,E2-E4,P2B,P4B,1633.074366,512.404468,-6.935614,-17.003475,42.361320,True,42.361320
A_H__B_V,full360,0.000000,360.000000,45.000000,110.000000,V,B,E2-E4,P2B,P4B,1666.499053,528.291712,-6.759632,-16.738258,29.022457,True,29.022457
A_H__B_V,full360,0.000000,360.000000,45.000000,115.000000,V,B,E2-E4,P2B,P4B,1711.412179,575.062111,-6.528641,-16.001438,14.580552,True,14.580552
A_H__B_V,full360,0.000000,360.000000,45.000000,120.000000,V,B,E2-E4,P2B,P4B,1762.716378,652.866599,-6.272085,-14.899245,0.451818,True,0.451818
A_H__B_V,full360,0.000000,360.000000,45.000000,125.000000,V,B,E2-E4,P2B,P4B,1814.577933,755.712576,-6.020221,-13.628601,-12.752159,True,-12.752159
A_H__B_V,full360,0.000000,360.000000,45.000000,130.000000,V,B,E2-E4,P2B,P4B,1861.461565,874.484824,-5.798652,-12.360688,-25.166312,True,-25.166312
A_H__B_V,full360,0.000000,360.000000,45.000000,135.000000,V,B,E2-E4,P2B,P4B,1899.258399,999.975224,-5.624052,-11.195949,-37.207613,True,-37.207613
A_H__B_V,full360,0.000000,360.000000,45.000000,140.000000,V,B,E2-E4,P2B,P4B,1925.723349,1124.744692,-5.503856,-10.174654,-49.238672,True,-49.238672
A_H__B_V,full360,0.000000,360.000000,45.000000,145.000000,V,B,E2-E4,P2B,P4B,1939.754713,1243.852130,-5.440797,-9.300358,-61.439510,True,-61.439510
A_H__B_V,full360,0.000000,360.000000,45.000000,150.000000,V,B,E2-E4,P2B,P4B,1940.057587,1354.562466,-5.439441,-8.559753,-73.807065,True,-73.807065
A_H__B_V,full360,0.000000,360.000000,45.000000,155.000000,V,B,E2-E4,P2B,P4B,1924.563275,1455.298483,-5.509090,-7.936692,-86.215652,True,-86.215652
A_H__B_V,full360,0.000000,360.000000,45.000000,160.000000,V,B,E2-E4,P2B,P4B,1891.470439,1544.409979,-5.659742,-7.420482,-98.489886,True,-98.489886
A_H__B_V,full360,0.000000,360.000000,45.000000,165.000000,V,B,E2-E4,P2B,P4B,1841.134422,1619.425888,-5.894024,-7.008512,-110.459512,True,-110.459512
A_H__B_V,full360,0.000000,360.000000,45.000000,170.000000,V,B,E2-E4,P2B,P4B,1777.036068,1677.186129,-6.201809,-6.704108,-121.992520,True,-121.992520
A_H__B_V,full360,0.000000,360.000000,45.000000,175.000000,V,B,E2-E4,P2B,P4B,1704.879701,1714.753815,-6.561859,-6.511698,-133.017670,True,-133.017670
A_H__B_V,full360,0.000000,360.000000,45.000000,180.000000,V,B,E2-E4,P2B,P4B,1630.583838,1730.549601,-6.948871,-6.432053,-143.542405,True,-143.542405
A_H__B_V,full360,0.000000,360.000000,45.000000,185.000000,V,B,E2-E4,P2B,P4B,1558.739362,1725.039047,-7.340263,-6.459755,-153.664369,True,-153.664369
A_H__B_V,full360,0.000000,360.000000,45.000000,190.000000,V,B,E2-E4,P2B,P4B,1492.332725,1700.699598,-7.718420,-6.583181,-163.573672,True,-163.573672
A_H__B_V,full360,0.000000,360.000000,45.000000,195.000000,V,B,E2-E4,P2B,P4B,1433.159055,1661.597561,-8.069846,-6.785217,-173.538289,True,-173.538289
A_H__B_V,full360,0.000000,360.000000,45.000000,200.000000,V,B,E2-E4,P2B,P4B,1381.876679,1613.072153,-8.386348,-7.042658,176.146235,True,-183.853765
A_H__B_V,full360,0.000000,360.000000,45.000000,205.000000,V,B,E2-E4,P2B,P4B,1337.452222,1561.464388,-8.670168,-7.325092,165.257171,True,-194.742829
A_H__B_V,full360,0.000000,360.000000,45.000000,210.000000,V,B,E2-E4,P2B,P4B,1296.759597,1513.181718,-8.938544,-7.597912,153.767929,True,-206.232071
A_H__B_V,full360,0.000000,360.000000,45.000000,215.000000,V,B,E2-E4,P2B,P4B,1255.169265,1472.750569,-9.221688,-7.833150,141.911923,True,-218.088077
A_H__B_V,full360,0.000000,360.000000,45.000000,220.000000,V,B,E2-E4,P2B,P4B,1208.128039,1440.920988,-9.553474,-8.022930,130.108908,True,-229.891092
A_H__B_V,full360,0.000000,360.000000,45.000000,225.000000,V,B,E2-E4,P2B,P4B,1152.937600,1414.585979,-9.959617,-8.183147,118.777841,True,-241.222159
A_H__B_V,full360,0.000000,360.000000,45.000000,230.000000,V,B,E2-E4,P2B,P4B,1089.860869,1388.872119,-10.448312,-8.342488,108.162139,True,-251.837861
A_H__B_V,full360,0.000000,360.000000,45.000000,235.000000,V,B,E2-E4,P2B,P4B,1022.197281,1359.817148,-11.005039,-8.526123,98.269380,True,-261.730620
A_H__B_V,full360,0.000000,360.000000,45.000000,240.000000,V,B,E2-E4,P2B,P4B,955.562733,1325.925491,-11.590549,-8.745351,88.927655,True,-271.072345
A_H__B_V,full360,0.000000,360.000000,45.000000,245.000000,V,B,E2-E4,P2B,P4B,896.869980,1288.233882,-12.141144,-8.995839,79.911947,True,-280.088053
A_H__B_V,full360,0.000000,360.000000,45.000000,250.000000,V,B,E2-E4,P2B,P4B,853.322746,1249.545345,-12.573467,-9.260693,71.102593,True,-288.897407
A_H__B_V,full360,0.000000,360.000000,45.000000,255.000000,V,B,E2-E4,P2B,P4B,831.372609,1213.567085,-12.799819,-9.514458,62.631094,True,-297.368906
A_H__B_V,full360,0.000000,360.000000,45.000000,260.000000,V,B,E2-E4,P2B,P4B,835.535396,1184.283172,-12.756436,-9.726622,54.923315,True,-305.076685
A_H__B_V,full360,0.000000,360.000000,45.000000,265.000000,V,B,E2-E4,P2B,P4B,867.430865,1165.530500,-12.431036,-9.865261,48.557075,True,-311.442925
A_H__B_V,full360,0.000000,360.000000,45.000000,270.000000,V,B,E2-E4,P2B,P4B,925.730904,1160.620503,-11.866038,-9.901929,44.002199,True,-315.997801
A_H__B_V,full360,0.000000,360.000000,45.000000,275.000000,V,B,E2-E4,P2B,P4B,1007.120969,1171.919198,-11.134101,-9.817780,41.446306,True,-318.553694
A_H__B_V,full360,0.000000,360.000000,45.000000,280.000000,V,B,E2-E4,P2B,P4B,1107.580141,1200.434021,-10.308230,-9.608968,40.812307,True,-319.187693
A_H__B_V,full360,0.000000,360.000000,45.000000,285.000000,V,B,E2-E4,P2B,P4B,1223.324023,1245.525406,-9.444903,-9.288682,41.891212,True,-318.108788
A_H__B_V,full360,0.000000,360.000000,45.000000,290.000000,V,B,E2-E4,P2B,P4B,1351.294304,1304.809360,-8.580735,-8.884792,44.470958,True,-315.529042
A_H__B_V,full360,0.000000,360.000000,45.000000,295.000000,V,B,E2-E4,P2B,P4B,1489.354495,1374.217158,-7.735772,-8.434626,48.404356,True,-311.595644
A_H__B_V,full360,0.000000,360.000000,45.000000,300.000000,V,B,E2-E4,P2B,P4B,1636.284450,1448.155207,-6.918557,-7.979431,53.619179,True,-306.380821
A_H__B_V,full360,0.000000,360.000000,45.000000,305.000000,V,B,E2-E4,P2B,P4B,1791.533704,1519.797666,-6.131234,-7.560018,60.098416,True,-299.901584
A_H__B_V,full360,0.000000,360.000000,45.000000,310.000000,V,B,E2-E4,P2B,P4B,1954.691630,1581.655664,-5.374168,-7.213495,67.858643,True,-292.141357
A_H__B_V,full360,0.000000,360.000000,45.000000,315.000000,V,B,E2-E4,P2B,P4B,2124.783582,1626.571607,-4.649439,-6.970270,76.942383,True,-283.057617
A_H__B_V,full360,0.000000,360.000000,45.000000,320.000000,V,B,E2-E4,P2B,P4B,2299.665703,1649.130152,-3.962439,-6.850635,87.424788,True,-272.575212
A_H__B_V,full360,0.000000,360.000000,45.000000,325.000000,V,B,E2-E4,P2B,P4B,2475.781256,1647.239818,-3.321488,-6.860597,99.422495,True,-260.577505
A_H__B_V,full360,0.000000,360.000000,45.000000,330.000000,V,B,E2-E4,P2B,P4B,2648.347864,1623.482391,-2.736233,-6.986782,113.086381,True,-246.913619
A_H__B_V,full360,0.000000,360.000000,45.000000,335.000000,V,B,E2-E4,P2B,P4B,2811.870478,1585.791682,-2.215827,-7.190811,128.556973,True,-231.443027
A_H__B_V,full360,0.000000,360.000000,45.000000,340.000000,V,B,E2-E4,P2B,P4B,2960.859902,1546.897038,-1.767376,-7.406505,145.860435,True,-214.139565
A_H__B_V,full360,0.000000,360.000000,45.000000,345.000000,V,B,E2-E4,P2B,P4B,3090.652888,1521.656796,-1.394729,-7.549399,164.749817,True,-195.250183
A_H__B_V,full360,0.000000,360.000000,45.000000,350.000000,V,B,E2-E4,P2B,P4B,3198.096819,1521.773329,-1.097901,-7.548734,-175.409853,True,-175.409853
A_H__B_V,full360,0.000000,360.000000,45.000000,355.000000,V,B,E2-E4,P2B,P4B,3281.708837,1549.771253,-0.873733,-7.390382,-155.533470,True,-155.533470
A_H__B_V,full360,0.000000,360.000000,45.000000,0.000000,H,A,E1-E2,P1A,P2A,1425.037166,2311.719213,-8.119210,-3.917032,2.771623,True,2.771623
A_H__B_V,full360,0.000000,360.000000,45.000000,5.000000,H,A,E1-E2,P1A,P2A,1404.497650,2365.425047,-8.245313,-3.717550,3.011069,True,3.011069
A_H__B_V,full360,0.000000,360.000000,45.000000,10.000000,H,A,E1-E2,P1A,P2A,1367.873769,2383.004840,-8.474813,-3.653235,2.868772,True,2.868772
A_H__B_V,full360,0.000000,360.000000,45.000000,15.000000,H,A,E1-E2,P1A,P2A,1315.913894,2361.045950,-8.811184,-3.733645,2.316572,True,2.316572
A_H__B_V,full360,0.000000,360.000000,45.000000,20.000000,H,A,E1-E2,P1A,P2A,1251.259954,2299.774064,-9.248783,-3.962030,1.312540,True,1.312540
A_H__B_V,full360,0.000000,360.000000,45.000000,25.000000,H,A,E1-E2,P1A,P2A,1177.642911,2202.846446,-9.775461,-4.336049,-0.205156,True,-0.205156
A_H__B_V,full360,0.000000,360.000000,45.000000,30.000000,H,A,E1-E2,P1A,P2A,1098.994544,2076.877957,-10.375823,-4.847514,-2.328192,True,-2.328192
A_H__B_V,full360,0.000000,360.000000,45.000000,35.000000,H,A,E1-E2,P1A,P2A,1018.680388,1930.655367,-11.034975,-5.481638,-5.178077,True,-5.178077
A_H__B_V,full360,0.000000,360.000000,45.000000,40.000000,H,A,E1-E2,P1A,P2A,938.985369,1773.943551,-11.742557,-6.216938,-8.886401,True,-8.886401
A_H__B_V,full360,0.000000,360.000000,45.000000,45.000000,H,A,E1-E2,P1A,P2A,860.920788,1616.004026,-12.496470,-7.026885,-13.559329,True,-13.559329
A_H__B_V,full360,0.000000,360.000000,45.000000,50.000000,H,A,E1-E2,P1A,P2A,784.347499,1464.227197,-13.305563,-7.883564,-19.245949,True,-19.245949
A_H__B_V,full360,0.000000,360.000000,45.000000,55.000000,H,A,E1-E2,P1A,P2A,708.324546,1323.338835,-14.191088,-8.762312,-25.935494,True,-25.935494
A_H__B_V,full360,0.000000,360.000000,45.000000,60.000000,H,A,E1-E2,P1A,P2A,631.548907,1195.378038,-15.187594,-9.645628,-33.598182,True,-33.598182
A_H__B_V,full360,0.000000,360.000000,45.000000,65.000000,H,A,E1-E2,P1A,P2A,552.787351,1080.257646,-16.344572,-10.525187,-42.270435,True,-42.270435
A_H__B_V,full360,0.000000,360.000000,45.000000,70.000000,H,A,E1-E2,P1A,P2A,471.293873,976.521251,-17.729898,-11.402100,-52.191297,True,-52.191297
A_H__B_V,full360,0.000000,360.000000,45.000000,75.000000,H,A,E1-E2,P1A,P2A,387.349180,882.013188,-19.433681,-12.286232,-64.048347,True,-64.048347
A_H__B_V,full360,0.000000,360.000000,45.000000,80.000000,H,A,E1-E2,P1A,P2A,303.411536,794.415019,-21.555092,-13.194785,-79.530240,True,-79.530240
A_H__B_V,full360,0.000000,360.000000,45.000000,85.000000,H,A,E1-E2,P1A,P2A,227.568642,711.766249,-24.053485,-14.148986,-102.578629,True,-102.578629
