index,candidate,elapsed_s,rationale,worst_return_db,isolation_db,worst_return_expr,worst_coupling_expr,x_return_worst_db,y_return_worst_db,xy_return_balance_db,same_element_xy_isolation_db,same_feed_inter_element_isolation_db,patch_side_mm,port_width_mm,dualpol_slotcoupled_enabled,feed_substrate_h_mm,slot_coupled_aperture_length_a_mm,slot_coupled_aperture_length_b_mm,slot_coupled_aperture_width_mm,slot_coupled_offset_a_mm,slot_coupled_offset_b_mm,slot_coupled_aperture_center_a_v_mm,slot_coupled_aperture_center_b_u_mm,slot_coupled_feedline_length_mm,slot_coupled_feedline_width_mm,slot_coupled_feedline_offset_a_v_mm,slot_coupled_feedline_offset_b_u_mm,dualpol_parasitic_enabled,parasitic_side_mm,air_gap_mm,isolation_slot_enabled,isolation_slot_length_mm,isolation_slot_width_mm,isolation_slot_inner_mm,score,slot_coupled_stub_enabled,slot_coupled_stub_length_mm,slot_coupled_stub_width_mm,slot_coupled_stub_offset_mm,slot_coupled_stub_side_sign,slot_coupled_stub2_enabled,slot_coupled_stub2_length_mm,slot_coupled_stub2_width_mm,slot_coupled_stub2_offset_mm,slot_coupled_stub2_side_sign,slot_coupled_step_enabled,slot_coupled_step_length_mm,slot_coupled_step_width_mm,slot_coupled_b_feed_layer_offset_mm,slot_coupled_bridge_enabled,slot_coupled_bridge_gap_mm,slot_coupled_bridge_offset_mm,slot_coupled_bridge_width_mm,slot_coupled_bridge_resonator_width_mm,slot_coupled_bridge_overhang_mm,slot_coupled_a_resonator_length_mm,slot_coupled_a_resonator_width_mm,slot_coupled_shield_via_enabled,slot_coupled_shield_via_count,slot_coupled_shield_via_radius_mm,slot_coupled_shield_via_offset_mm,slot_coupled_shield_via_pitch_mm,weak_coupling_open_line_enabled,weak_coupling_open_line_length_mm,weak_coupling_open_line_width_mm,weak_coupling_open_line_offset_mm,weak_coupling_open_line_gap_mm,slot_coupled_a_neck_enabled,slot_coupled_a_neck_length_mm,slot_coupled_a_neck_width_mm,slot_coupled_shield_via_grounded,slot_coupled_shield_via_top_gap_mm,slot_coupled_underfeed_neutralizer_enabled,slot_coupled_underfeed_neutralizer_length_mm,slot_coupled_underfeed_neutralizer_width_mm,slot_coupled_underfeed_neutralizer_offset_mm,slot_coupled_underfeed_neutralizer_z_offset_mm,slot_coupled_patch_slit_enabled,slot_coupled_patch_slit_length_mm,slot_coupled_patch_slit_width_mm,slot_coupled_patch_slit_angle_deg,slot_coupled_patch_slit_offset_u_mm,slot_coupled_patch_slit_offset_v_mm,slot_coupled_ab_cancel_enabled,slot_coupled_ab_cancel_coupling_length_mm,slot_coupled_ab_cancel_trace_width_mm,slot_coupled_ab_cancel_gap_mm,slot_coupled_ab_cancel_phase_offset_mm,slot_coupled_ab_cancel_side_sign,slot_coupled_ab_cancel_z_offset_mm
36,p9p75_l5p6_w0p70_fw0p80_stub0p90_off1p2,72.256476,围绕当前最优 offset=1.2 mm 增加支节长度，检查匹配谷是否继续加深。,-4.336011,1.114755,"dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P1A:1))",-4.355271,-4.336011,0.019260,1.114755,38.835032,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,60.121034,1.000000,0.900000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,p9p75_l5p6_w0p70_fw0p80_stub1p15_off1p2,72.217743,在当前最优位置使用 1.15 mm 支节，衔接上一轮 1.10 mm 正向结果。,-3.936864,0.848074,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-3.948131,-3.936864,0.011268,0.848074,40.439559,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,64.229863,1.000000,1.150000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,p9p75_l5p6_w0p70_fw0p80_stub1p50_off1p2,72.228990,继续加长开路支节，确认更强电抗补偿是否会过冲。,-4.865812,0.652549,"dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P1A:1))",-5.025894,-4.865812,0.160082,0.652549,38.461249,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,55.335770,1.000000,1.500000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,p9p75_l5p6_w0p70_fw0p80_stub1p90_off1p2,80.711113,尝试更长开路支节，把调谐范围推向四分之一波长方向。,-5.288163,0.569724,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-5.349870,-5.288163,0.061707,0.569724,40.512543,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,50.956927,1.000000,1.900000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,p9p75_l5p6_w0p70_fw0p80_stub2p40_off1p2,72.256860,强补偿长支节候选，用于判断当前单支节拓扑的上限。,-4.999701,0.355328,"dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2B:1))",-4.999701,-5.038659,0.038959,0.355328,38.263911,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,53.903246,1.000000,2.400000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,p9p75_l5p6_w0p70_fw0p80_stub0p75_off0p6,79.221231,把当前最优长度进一步移向馈线中心，检查支节耦合位置灵敏度。,-3.633006,0.918650,"dB(S(P4B:1,P4B:1))","dB(S(P1B:1,P1A:1))",-3.659860,-3.633006,0.026854,0.918650,41.383808,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,67.264321,1.000000,0.750000,0.240000,0.600000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,p9p75_l5p6_w0p70_fw0p80_stub0p75_off0p9,68.189582,在 0.6 和 1.2 mm 之间补点，细化最佳支节 offset。,-3.629452,0.945628,"dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P1A:1))",-3.648029,-3.629452,0.018577,0.945628,38.604204,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,67.269824,1.000000,0.750000,0.240000,0.900000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,p9p75_l5p6_w0p70_fw0p80_stub0p75_off1p5,74.192745,在 1.2 和 2.0 mm 之间补点，判断当前最佳是否是窄峰。,-4.328285,1.185057,"dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2B:1))",-4.328285,-4.329537,0.001252,1.185057,40.615273,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,60.127125,1.000000,0.750000,0.240000,1.500000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,p9p75_l5p6_w0p70_fw0p80_stub0p75_off1p8,73.178525,继续沿 offset 方向补点，观察回波改善是否单调衰减。,-3.612885,1.551808,"dB(S(P1A:1,P1A:1))","dB(S(P3B:1,P3A:1))",-3.612885,-3.639561,0.026677,1.551808,45.016730,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,67.148601,1.000000,0.750000,0.240000,1.800000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,p9p75_l5p6_w0p70_fw0p80_stub0p75_w0p32_off1p2,72.180366,加宽当前最优支节，提高并联调谐强度。,-4.552679,1.076811,"dB(S(P3B:1,P3B:1))","dB(S(P1B:1,P1A:1))",-4.552819,-4.552679,0.000140,1.076811,38.282499,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,57.935081,1.000000,0.750000,0.320000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,p9p75_l5p6_w0p70_fw0p80_stub1p10_w0p32_off1p2,72.210793,结合较长支节和更宽支节，测试单开路支节的强调谐端点。,-4.282671,0.772328,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-4.282671,-4.387458,0.104787,0.772328,41.060893,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,60.996703,1.000000,1.100000,0.320000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,p9p75_l5p6_w0p70_fw0p80_stub1p65_off1p2,74.371493,围绕 1.90 mm 长支节峰值向短端补点，确认最佳长度下沿。,-5.061922,0.551741,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-5.061922,-5.063774,0.001852,0.551741,40.768272,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,53.108610,1.000000,1.650000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,p9p75_l5p6_w0p70_fw0p80_stub1p80_off1p2,72.201815,在 1.65 和 1.90 mm 之间补点，细化长支节匹配谷。,-4.686356,0.624111,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-4.751070,-4.686356,0.064714,0.624111,40.749835,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,56.953808,1.000000,1.800000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,p9p75_l5p6_w0p70_fw0p80_stub2p00_off1p2,72.187126,在 1.90 和 2.40 mm 之间靠近峰值补点，检查是否存在更深匹配谷。,-5.219622,0.510177,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-5.246912,-5.219622,0.027291,0.510177,40.282251,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,51.603277,1.000000,2.000000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,p9p75_l5p6_w0p70_fw0p80_stub2p15_off1p2,72.183302,继续向长端补点，判断 2.40 mm 回退前是否还有局部最优。,-5.780644,0.585219,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-5.823041,-5.780644,0.042397,0.585219,38.460532,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,45.985746,1.000000,2.150000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,p9p75_l5p6_w0p70_fw0p80_stub2p25_off1p2,70.098339,长端补点，分辨 2.15 到 2.40 mm 的过补偿趋势。,-4.668067,0.474530,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-4.743124,-4.668067,0.075057,0.474530,42.433832,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,57.232177,1.000000,2.250000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,p9p75_l5p6_w0p70_fw0p80_stub1p90_off0p8,75.195335,保持 1.90 mm 长支节，把支节进一步移向馈线中心。,-5.023117,0.900630,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-5.023117,-5.082276,0.059158,0.900630,38.275274,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,53.436826,1.000000,1.900000,0.240000,0.800000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,p9p75_l5p6_w0p70_fw0p80_stub1p90_off1p0,74.336280,保持 1.90 mm 长支节，在 0.8 和 1.2 mm 之间补 offset。,-5.651412,0.693733,"dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2A:1))",-5.713228,-5.651412,0.061816,0.693733,38.787546,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,47.262641,1.000000,1.900000,0.240000,1.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,p9p75_l5p6_w0p70_fw0p80_stub1p90_off1p4,72.243987,保持 1.90 mm 长支节，在 1.2 mm 外侧补 offset。,-5.349196,0.602582,"dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2A:1))",-5.453133,-5.349196,0.103937,0.602582,39.190394,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,50.414618,1.000000,1.900000,0.240000,1.400000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,p9p75_l5p6_w0p70_fw0p80_stub1p90_off1p6,74.137053,保持 1.90 mm 长支节，继续向端口侧移动以确认位置上限。,-4.365035,0.552429,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-4.401496,-4.365035,0.036461,0.552429,42.301625,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,60.146354,1.000000,1.900000,0.240000,1.600000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p18_off1p2,72.270426,减窄 1.90 mm 支节，判断当前 0.24 mm 是否过强耦合。,-4.865234,0.700373,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-4.891708,-4.865234,0.026475,0.700373,36.301595,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,55.050424,1.000000,1.900000,0.180000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p30_off1p2,72.207879,加宽 1.90 mm 支节，寻找更强并联补偿点。,-5.346534,0.546931,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-5.426383,-5.346534,0.079849,0.546931,40.387383,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,50.420890,1.000000,1.900000,0.300000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p36_off1p2,72.386308,继续加宽长支节，测试强耦合是否能把回波谷推深。,-6.066721,0.418093,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-6.067228,-6.066721,0.000507,0.418093,39.275648,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,43.124755,1.000000,1.900000,0.360000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,p9p75_l5p8_w0p70_fw0p80_stub1p90_off1p2,74.240451,长支节基础上略增孔缝长度，检查孔缝耦合和支节补偿是否同向。,-5.558620,0.550983,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-5.558620,-5.571956,0.013336,0.550983,39.122420,9.750000,0.500000,1.000000,0.254000,5.800000,5.800000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,48.164979,1.000000,1.900000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,p9p75_l5p4_w0p65_fw0p75_stub1p90_off1p2,72.266362,长支节配稍弱孔缝，观察是否能恢复隔离同时保留 S11 改善。,-3.779689,0.953114,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-3.821052,-3.779689,0.041363,0.953114,41.634581,9.750000,0.500000,1.000000,0.254000,5.400000,5.400000,0.650000,0.000000,0.000000,0.000000,0.000000,10.000000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,65.809279,1.000000,1.900000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,p9p75_l5p8_w0p75_fw0p85_stub1p90_off1p2,74.252908,长支节配更强孔缝和更宽馈线，测试单支节拓扑的强耦合极限。,-5.120750,0.514019,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-5.136940,-5.120750,0.016190,0.514019,38.417728,9.750000,0.500000,1.000000,0.254000,5.800000,5.800000,0.750000,0.000000,0.000000,0.000000,0.000000,10.000000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,52.567870,1.000000,1.900000,0.240000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p42_off1p2,73.209975,沿当前最佳继续加宽开路支节，检查匹配是否仍未饱和。,-6.675339,0.477855,"dB(S(P4A:1,P4A:1))","dB(S(P1A:1,P1B:1))",-6.675339,-6.786770,0.111431,0.477855,40.219815,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,37.230547,1.000000,1.900000,0.420000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p48_off1p2,74.342405,继续加宽 1.90 mm 支节，寻找强并联补偿峰值。,-6.519319,0.360153,"dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1A:1))",-6.519319,-6.524419,0.005100,0.360153,37.974353,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,38.636935,1.000000,1.900000,0.480000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p56_off1p2,74.277978,把宽支节推向更强耦合端，观察是否开始过补偿。,-6.141168,0.405654,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-6.230214,-6.141168,0.089047,0.405654,40.287736,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,42.563588,1.000000,1.900000,0.560000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p70_off1p2,73.212224,极宽开路支节候选，用于界定单支节宽度上限。,-7.465804,0.301846,"dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1A:1))",-7.465804,-7.600618,0.134813,0.301846,39.980556,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,29.460658,1.000000,1.900000,0.700000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,p9p75_l5p6_w0p70_fw0p80_stub2p15_w0p30_off1p2,72.227779,把 2.15 mm 长度与更宽支节结合，验证长度和宽度的耦合效应。,-6.297132,0.374536,"dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2A:1))",-6.377146,-6.297132,0.080014,0.374536,40.155177,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,41.001437,1.000000,2.150000,0.300000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,p9p75_l5p6_w0p70_fw0p80_stub2p15_w0p36_off1p2,86.309181,2.15 mm 长支节配当前最佳宽度，测试是否超过 1.90 mm 方案。,-5.564578,0.359866,"dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2A:1))",-5.576147,-5.564578,0.011569,0.359866,40.597181,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,48.197420,1.000000,2.150000,0.360000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,p9p75_l5p6_w0p70_fw0p80_stub2p15_w0p42_off1p2,71.180961,2.15 mm 长支节继续加宽，寻找更深 S11 谷。,-4.645484,0.364207,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-4.672552,-4.645484,0.027068,0.364207,41.721020,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,57.417194,1.000000,2.150000,0.420000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,p9p75_l5p6_w0p70_fw0p80_stub2p15_w0p50_off1p2,72.323097,2.15 mm 强宽支节候选，确认是否进入过补偿区。,-5.503608,0.295445,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-5.612825,-5.503608,0.109217,0.295445,36.403759,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,49.034627,1.000000,2.150000,0.500000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p36_off1p0,72.220121,保持最佳宽度，把支节移向中心侧，检查宽支节 offset 灵敏度。,-6.568692,0.664816,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-6.633193,-6.568692,0.064501,0.664816,39.388204,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,38.109673,1.000000,1.900000,0.360000,1.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p36_off1p4,72.224511,保持最佳宽度，把支节移向端口侧，检查宽支节 offset 灵敏度。,-5.886149,0.350198,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-5.934740,-5.886149,0.048591,0.350198,41.265878,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,45.060598,1.000000,1.900000,0.360000,1.400000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,p9p75_l5p6_w0p70_fw0p80_stub1p90_w0p80_off1p2,73.281801,沿 0.70 mm 正向结果继续加宽，检查是否仍有 S11 深谷。,-6.832863,0.277910,"dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2B:1))",-6.843904,-6.832863,0.011041,0.277910,41.482484,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,35.554496,1.000000,1.900000,0.800000,1.200000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
